bodyPart,equipment,gifUrl,id,name,target
waist,body weight,https://gymvisual.com/img/p/1/4/1/1/3/14113.gif,3544,bodyweight incline side plank,abs
upper arms,body weight,https://gymvisual.com/img/p/1/4/8/8/1/14881.gif,1771,bodyweight kneeling triceps extension,triceps
upper arms,body weight,https://gymvisual.com/img/p/7/6/3/0/7630.gif,1769,bodyweight side lying biceps curl,biceps
back,body weight,https://gymvisual.com/img/p/1/2/7/2/6/12726.gif,3168,bodyweight squatting row,upper back
back,body weight,https://gymvisual.com/img/p/1/2/7/2/6/12726.gif,3167,bodyweight squatting row (with towel),upper back
lower legs,body weight,https://gymvisual.com/img/p/6/6/3/6/6636.gif,1373,bodyweight standing calf raise,calves
back,body weight,https://gymvisual.com/img/p/1/2/6/9/5/12695.gif,3156,bodyweight standing close-grip one arm row,upper back
back,body weight,https://gymvisual.com/img/p/1/2/6/9/7/12697.gif,3158,bodyweight standing close-grip row,upper back
back,body weight,https://gymvisual.com/img/p/1/2/6/9/9/12699.gif,3162,bodyweight standing one arm row,upper back
back,body weight,https://gymvisual.com/img/p/1/2/7/0/1/12701.gif,3161,bodyweight standing one arm row (with towel),upper back
back,body weight,https://gymvisual.com/img/p/1/2/7/0/6/12706.gif,3166,bodyweight standing row,upper back
back,body weight,https://gymvisual.com/img/p/1/2/7/0/6/12706.gif,3165,bodyweight standing row (with towel),upper back
waist,body weight,https://gymvisual.com/img/p/2/1/8/4/3/21843.gif,138,bottoms-up,abs
waist,body weight,https://gymvisual.com/img/p/1/0/6/4/0/10640.gif,2466,bridge - mountain climber (cross body),abs
cardio,body weight,https://gymvisual.com/img/p/3/3/1/3/6/33136.gif,1160,burpee,cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/1/7/4/1/21741.gif,1494,butterfly yoga pose,adductors
shoulders,cable,https://gymvisual.com/img/p/1/4/8/8/3/14883.gif,148,cable alternate shoulder press,delts
upper arms,cable,https://gymvisual.com/img/p/1/4/8/8/4/14884.gif,149,cable alternate triceps extension,triceps
upper legs,cable,https://gymvisual.com/img/p/1/2/9/8/5/12985.gif,3235,cable assisted inverse leg curl,hamstrings
back,cable,https://gymvisual.com/img/p/8/9/3/9/8939.gif,150,cable bar lateral pulldown,lats
chest,cable,https://gymvisual.com/img/p/1/1/7/6/8/11768.gif,151,cable bench press,pectorals
upper arms,cable,https://gymvisual.com/img/p/1/8/2/6/4/18264.gif,1630,cable close grip curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/4/8/8/5/14885.gif,1631,cable concentration curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/4/8/8/6/14886.gif,152,cable concentration extension (on knee),triceps
upper arms,cable,https://gymvisual.com/img/p/9/1/9/8/9198.gif,868,cable curl,biceps
upper legs,cable,https://gymvisual.com/img/p/1/4/8/8/8/14888.gif,157,cable deadlift,glutes
chest,cable,https://gymvisual.com/img/p/1/1/6/7/2/11672.gif,158,cable decline fly,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/2/7/6527.gif,1260,cable decline one arm press,pectorals
chest,cable,https://gymvisual.com/img/p/1/4/8/8/9/14889.gif,1261,cable decline press,pectorals
upper arms,cable,https://gymvisual.com/img/p/7/2/4/5/7245.gif,1632,cable drag curl,biceps
shoulders,cable,https://gymvisual.com/img/p/4/8/9/4/4894.gif,161,cable forward raise,delts
shoulders,cable,https://gymvisual.com/img/p/2/9/0/0/7/29007.gif,162,cable front raise,delts
shoulders,cable,https://gymvisual.com/img/p/4/8/9/7/4897.gif,164,cable front shoulder raise,delts
upper arms,cable,https://gymvisual.com/img/p/2/0/8/2/1/20821.gif,165,cable hammer curl (with rope),biceps
upper arms,cable,https://gymvisual.com/img/p/1/4/8/9/0/14890.gif,1722,cable high pulley overhead tricep extension,triceps
upper legs,cable,https://gymvisual.com/img/p/1/0/1/3/8/10138.gif,168,cable hip adduction,adductors
chest,cable,https://gymvisual.com/img/p/1/4/8/9/2/14892.gif,169,cable incline bench press,pectorals
back,cable,https://gymvisual.com/img/p/6/5/8/4/6584.gif,1318,cable incline bench row,upper back
chest,cable,https://gymvisual.com/img/p/1/4/8/9/3/14893.gif,171,cable incline fly,pectorals
chest,cable,https://gymvisual.com/img/p/4/9/0/3/4903.gif,170,cable incline fly (on stability ball),pectorals
back,cable,https://gymvisual.com/img/p/1/4/8/9/4/14894.gif,172,cable incline pushdown,lats
upper arms,cable,https://gymvisual.com/img/p/1/4/8/9/5/14895.gif,173,cable incline triceps extension,triceps
waist,cable,https://gymvisual.com/img/p/1/4/8/9/6/14896.gif,174,cable judo flip,abs
upper arms,cable,https://gymvisual.com/img/p/2/0/2/7/6/20276.gif,860,cable kickback,triceps
waist,cable,https://gymvisual.com/img/p/2/5/2/7/2/25272.gif,175,cable kneeling crunch,abs
shoulders,cable,https://gymvisual.com/img/p/1/4/6/9/7/14697.gif,3697,cable kneeling rear delt row (with rope) (male),delts
upper arms,cable,https://gymvisual.com/img/p/9/1/9/6/9196.gif,176,cable kneeling triceps extension,triceps
back,cable,https://gymvisual.com/img/p/1/0/1/6/3/10163.gif,2330,cable lat pulldown full range of motion,lats
back,cable,https://gymvisual.com/img/p/4/9/1/0/4910.gif,177,cable lateral pulldown (with rope attachment),lats
back,cable,https://gymvisual.com/img/p/1/0/8/0/1/10801.gif,2616,cable lateral pulldown with v-bar,lats
shoulders,cable,https://gymvisual.com/img/p/1/4/8/9/7/14897.gif,178,cable lateral raise,delts
chest,cable,https://gymvisual.com/img/p/8/9/4/4/8944.gif,179,cable low fly,pectorals
back,cable,https://gymvisual.com/img/p/2/6/4/6/0/26460.gif,180,cable low seated row,upper back
upper arms,cable,https://gymvisual.com/img/p/1/4/8/9/8/14898.gif,1634,cable lying bicep curl,biceps
back,cable,https://gymvisual.com/img/p/1/4/8/9/9/14899.gif,184,cable lying extension pullover (with rope attachment),lats
chest,cable,https://gymvisual.com/img/p/1/0/5/5/7/10557.gif,185,cable lying fly,pectorals
chest,cable,https://gymvisual.com/img/p/1/1/6/2/0/11620.gif,188,cable middle fly,pectorals
back,cable,https://gymvisual.com/img/p/1/4/1/6/3/14163.gif,189,cable one arm bent over row,upper back
upper arms,cable,https://gymvisual.com/img/p/1/1/6/9/0/11690.gif,190,cable one arm curl,biceps
chest,cable,https://gymvisual.com/img/p/6/5/2/9/6529.gif,1262,cable one arm decline chest fly,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/0/6530.gif,1263,cable one arm fly on exercise ball,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/1/6531.gif,1264,cable one arm incline fly on exercise ball,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/2/6532.gif,1265,cable one arm incline press,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/3/6533.gif,1266,cable one arm incline press on exercise ball,pectorals
shoulders,cable,https://gymvisual.com/img/p/8/9/2/3/8923.gif,192,cable one arm lateral raise,delts
upper arms,cable,https://gymvisual.com/img/p/7/2/4/6/7246.gif,1633,cable one arm preacher curl,biceps
chest,cable,https://gymvisual.com/img/p/6/5/3/4/6534.gif,1267,cable one arm press on exercise ball,pectorals
back,cable,https://gymvisual.com/img/p/1/4/1/5/9/14159.gif,3563,cable one arm pulldown,lats
upper arms,cable,https://gymvisual.com/img/p/7/2/4/8/7248.gif,1635,cable one arm reverse preacher curl,biceps
back,cable,https://gymvisual.com/img/p/4/9/2/6/4926.gif,193,cable one arm straight back high row (kneeling),upper back
upper arms,cable,https://gymvisual.com/img/p/7/5/2/7/7527.gif,1723,cable one arm tricep pushdown,triceps
upper arms,cable,https://gymvisual.com/img/p/7/2/4/9/7249.gif,1636,cable overhead curl,biceps
upper arms,cable,https://gymvisual.com/img/p/7/2/5/0/7250.gif,1637,cable overhead curl on exercise ball,biceps
upper arms,cable,https://gymvisual.com/img/p/8/9/4/0/8940.gif,194,cable overhead triceps extension (rope attachment),triceps
back,cable,https://gymvisual.com/img/p/6/5/8/5/6585.gif,1319,cable palm rotational row,upper back
upper arms,cable,https://gymvisual.com/img/p/2/8/2/8/9/28289.gif,195,cable preacher curl,biceps
chest,cable,https://gymvisual.com/img/p/6/5/3/5/6535.gif,1268,cable press on exercise ball,pectorals
upper legs,cable,https://gymvisual.com/img/p/4/9/2/9/4929.gif,196,cable pull through (with rope),glutes
back,cable,https://gymvisual.com/img/p/1/4/9/0/0/14900.gif,198,cable pulldown,lats
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/0/14900.gif,1638,cable pulldown bicep curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/1/6/1/9/11619.gif,201,cable pushdown,triceps
upper arms,cable,https://gymvisual.com/img/p/1/1/6/1/9/11619.gif,200,cable pushdown (with rope attachment),triceps
shoulders,cable,https://gymvisual.com/img/p/1/4/9/0/1/14901.gif,202,cable rear delt row (stirrups),delts
shoulders,cable,https://gymvisual.com/img/p/4/9/3/6/4936.gif,203,cable rear delt row (with rope),delts
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/2/14902.gif,204,cable rear drive,triceps
back,cable,https://gymvisual.com/img/p/9/2/0/0/9200.gif,205,cable rear pulldown,lats
waist,cable,https://gymvisual.com/img/p/1/1/7/5/1/11751.gif,873,cable reverse crunch,abs
upper arms,cable,https://gymvisual.com/img/p/4/9/3/9/4939.gif,206,cable reverse curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/3/10473.gif,2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps
upper arms,cable,https://gymvisual.com/img/p/1/1/7/8/5/11785.gif,1413,cable reverse one arm curl,biceps
upper arms,cable,https://gymvisual.com/img/p/2/5/8/4/2/25842.gif,209,cable reverse preacher curl,biceps
lower arms,cable,https://gymvisual.com/img/p/2/8/0/5/8/28058.gif,210,cable reverse wrist curl,forearms
back,cable,https://gymvisual.com/img/p/6/5/8/6/6586.gif,1320,cable rope crossover seated row,upper back
back,cable,https://gymvisual.com/img/p/6/5/8/7/6587.gif,1321,cable rope elevated seated row,upper back
back,cable,https://gymvisual.com/img/p/6/5/8/8/6588.gif,1322,cable rope extension incline bench row,upper back
upper arms,cable,https://gymvisual.com/img/p/7/2/5/2/7252.gif,1639,cable rope hammer preacher curl,biceps
upper arms,cable,https://gymvisual.com/img/p/7/5/2/8/7528.gif,1724,cable rope high pulley overhead tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/5/2/9/7529.gif,1725,cable rope incline tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/5/3/0/7530.gif,1726,cable rope lying on floor tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/2/5/3/7253.gif,1640,cable rope one arm hammer preacher curl,biceps
back,cable,https://gymvisual.com/img/p/6/5/8/9/6589.gif,1323,cable rope seated row,upper back
waist,cable,https://gymvisual.com/img/p/1/4/9/0/3/14903.gif,211,cable russian twists (on stability ball),abs
chest,cable,https://gymvisual.com/img/p/1/4/9/0/4/14904.gif,2144,cable seated chest press,pectorals
waist,cable,https://gymvisual.com/img/p/1/1/7/9/0/11790.gif,212,cable seated crunch,abs
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/5/14905.gif,1641,cable seated curl,biceps
back,cable,https://gymvisual.com/img/p/4/9/4/7/4947.gif,214,cable seated one arm alternate row,upper back
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/7/14907.gif,1642,cable seated one arm concentration curl,biceps
upper arms,cable,https://gymvisual.com/img/p/2/7/9/4/6/27946.gif,1643,cable seated overhead curl,biceps
shoulders,cable,https://gymvisual.com/img/p/4/9/4/8/4948.gif,215,cable seated rear lateral raise,delts
back,cable,https://gymvisual.com/img/p/1/2/5/7/5/12575.gif,861,cable seated row,upper back
shoulders,cable,https://gymvisual.com/img/p/4/9/4/9/4949.gif,216,cable seated shoulder internal rotation,delts
waist,cable,https://gymvisual.com/img/p/1/0/5/5/4/10554.gif,2399,cable seated twist,abs
shoulders,cable,https://gymvisual.com/img/p/1/4/9/0/9/14909.gif,219,cable shoulder press,delts
back,cable,https://gymvisual.com/img/p/1/1/6/8/8/11688.gif,220,cable shrug,traps
waist,cable,https://gymvisual.com/img/p/2/4/9/7/6/24976.gif,222,cable side bend,abs
waist,cable,https://gymvisual.com/img/p/4/9/5/4/4954.gif,221,cable side bend crunch (bosu ball),abs
waist,cable,https://gymvisual.com/img/p/1/1/6/8/6/11686.gif,223,cable side crunch,abs
back,cable,https://gymvisual.com/img/p/1/0/7/2/3/10723.gif,1717,cable squat row (with rope attachment),lats
upper arms,cable,https://gymvisual.com/img/p/1/4/9/1/0/14910.gif,1644,cable squatting curl,biceps
lower arms,cable,https://gymvisual.com/img/p/2/8/2/6/5/28265.gif,224,cable standing back wrist curl,forearms
lower legs,cable,https://gymvisual.com/img/p/6/6/3/8/6638.gif,1375,cable standing calf raise,calves
waist,cable,https://gymvisual.com/img/p/1/1/7/6/4/11764.gif,226,cable standing crunch,abs
waist,cable,https://gymvisual.com/img/p/1/1/7/6/4/11764.gif,874,cable standing crunch (with rope attachment),abs
chest,cable,https://gymvisual.com/img/p/2/4/7/6/0/24760.gif,227,cable standing fly,pectorals
upper legs,cable,https://gymvisual.com/img/p/5/5/9/9/5599.gif,228,cable standing hip extension,glutes
upper arms,cable,https://gymvisual.com/img/p/1/1/6/8/9/11689.gif,229,cable standing inner curl,biceps
waist,cable,https://gymvisual.com/img/p/4/9/6/3/4963.gif,230,cable standing lift,abs
upper arms,cable,https://gymvisual.com/img/p/1/1/7/8/6/11786.gif,231,cable standing one arm triceps extension,triceps
lower legs,cable,https://gymvisual.com/img/p/6/6/3/9/6639.gif,1376,cable standing one leg calf raise,calves
upper arms,cable,https://gymvisual.com/img/p/4/9/6/5/4965.gif,232,cable standing pulldown (with rope),biceps
shoulders,cable,https://gymvisual.com/img/p/1/4/8/2/5/14825.gif,233,cable standing rear delt row (with rope),delts
upper arms,cable,https://gymvisual.com/img/p/7/5/3/1/7531.gif,1727,cable standing reverse grip one arm overhead tricep extension,triceps
shoulders,cable,https://gymvisual.com/img/p/1/1/7/6/5/11765.gif,235,cable standing shoulder external rotation,delts
chest,cable,https://gymvisual.com/img/p/1/0/3/9/7/10397.gif,1269,cable standing up straight crossovers,pectorals
back,cable,https://gymvisual.com/img/p/2/8/3/3/5/28335.gif,238,cable straight arm pulldown,lats
back,cable,https://gymvisual.com/img/p/4/9/7/0/4970.gif,237,cable straight arm pulldown (with rope),lats
back,cable,https://gymvisual.com/img/p/1/4/9/1/2/14912.gif,239,cable straight back seated row,upper back
shoulders,cable,https://gymvisual.com/img/p/4/9/7/3/4973.gif,240,cable supine reverse fly,delts
back,cable,https://gymvisual.com/img/p/1/0/6/3/8/10638.gif,2464,cable thibaudeau kayak row,lats
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/2/10472.gif,241,cable triceps pushdown (v-bar),triceps
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/2/10472.gif,2405,cable triceps pushdown (v-bar) (with arm blaster),triceps
waist,cable,https://gymvisual.com/img/p/4/9/7/5/4975.gif,242,cable tuck reverse crunch,abs
waist,cable,https://gymvisual.com/img/p/2/0/2/7/2/20272.gif,243,cable twist,abs
back,cable,https://gymvisual.com/img/p/4/9/7/7/4977.gif,244,cable twisting pull,lats
upper arms,cable,https://gymvisual.com/img/p/7/2/5/8/7258.gif,1645,cable two arm curl on incline bench,biceps
upper arms,cable,https://gymvisual.com/img/p/1/4/9/1/3/14913.gif,1728,cable two arm tricep kickback,triceps
back,cable,https://gymvisual.com/img/p/4/9/7/8/4978.gif,245,cable underhand pulldown,lats
chest,cable,https://gymvisual.com/img/p/1/1/6/2/3/11623.gif,1270,cable upper chest crossovers,pectorals
back,cable,https://gymvisual.com/img/p/6/5/9/0/6590.gif,1324,cable upper row,upper back
shoulders,cable,https://gymvisual.com/img/p/2/2/5/5/0/22550.gif,246,cable upright row,delts
back,cable,https://gymvisual.com/img/p/1/0/7/1/7/10717.gif,1325,cable wide grip rear pulldown behind neck,lats
lower arms,cable,https://gymvisual.com/img/p/2/8/0/6/2/28062.gif,247,cable wrist curl,forearms
lower legs,body weight,https://gymvisual.com/img/p/6/6/6/8/6668.gif,1407,calf push stretch with hands against wall,calves
lower legs,body weight,https://gymvisual.com/img/p/6/6/4/0/6640.gif,1377,calf stretch with hands against wall,calves
lower legs,rope,https://gymvisual.com/img/p/2/1/5/5/4/21554.gif,1378,calf stretch with rope,calves
back,barbell,https://gymvisual.com/img/p/2/1/9/3/7/21937.gif,248,cambered bar lying row,upper back
waist,body weight,https://gymvisual.com/img/p/2/1/8/0/6/21806.gif,2963,captains chair straight leg raise,abs
upper legs,body weight,https://gymvisual.com/img/p/7/0/1/6/7016.gif,1548,chair leg extended stretch,quads
chest,body weight,https://gymvisual.com/img/p/6/5/3/8/6538.gif,1271,chest and front of shoulder stretch,pectorals
chest,body weight,https://gymvisual.com/img/p/1/8/3/0/7/18307.gif,251,chest dip,pectorals
chest,body weight,https://gymvisual.com/img/p/6/3/3/4/6334.gif,1430,chest dip (on dip-pull-up cage),pectorals
chest,body weight,https://gymvisual.com/img/p/2/0/8/7/7/20877.gif,2462,chest dip on straight bar,pectorals
chest,stability ball,https://gymvisual.com/img/p/6/5/3/9/6539.gif,1272,chest stretch with exercise ball,pectorals
chest,body weight,https://gymvisual.com/img/p/1/2/9/4/0/12940.gif,3216,chest tap push-up (male),pectorals
back,body weight,https://gymvisual.com/img/p/2/4/0/2/5/24025.gif,1326,chin-up,lats
back,body weight,https://gymvisual.com/img/p/1/8/3/0/8/18308.gif,253,chin-ups (narrow parallel grip),upper back
lower legs,body weight,https://gymvisual.com/img/p/2/3/7/2/5/23725.gif,257,circles knee stretch,calves
chest,body weight,https://gymvisual.com/img/p/6/5/4/0/6540.gif,1273,clap push up,pectorals
upper arms,body weight,https://gymvisual.com/img/p/1/0/7/6/4/10764.gif,259,close-grip push-up,triceps
upper arms,body weight,https://gymvisual.com/img/p/1/0/7/6/4/10764.gif,2398,close-grip push-up (on knees),triceps
waist,body weight,https://gymvisual.com/img/p/1/1/6/9/1/11691.gif,260,cocoons,abs
waist,body weight,https://gymvisual.com/img/p/6/7/0/3/6703.gif,1468,crab twist toe touch,abs
waist,body weight,https://gymvisual.com/img/p/4/9/9/5/4995.gif,262,cross body crunch,abs
waist,body weight,https://gymvisual.com/img/p/5/0/0/0/5000.gif,267,crunch (hands overhead),abs
waist,stability ball,https://gymvisual.com/img/p/1/1/7/9/1/11791.gif,271,crunch (on stability ball),abs
waist,stability ball,https://gymvisual.com/img/p/5/0/0/5/5005.gif,272,"crunch (on stability ball, arms straight)",abs
waist,body weight,https://gymvisual.com/img/p/5/0/0/7/5007.gif,274,crunch floor,abs
waist,body weight,https://gymvisual.com/img/p/1/2/4/4/6/12446.gif,3016,curl-up,abs
upper legs,body weight,https://gymvisual.com/img/p/2/6/9/9/0/26990.gif,3769,curtsey squat,glutes
cardio,leverage machine,https://gymvisual.com/img/p/1/4/5/9/1/14591.gif,2331,cycle cross trainer,cardiovascular system
waist,body weight,https://gymvisual.com/img/p/2/3/7/0/7/23707.gif,276,dead bug,abs
waist,body weight,https://gymvisual.com/img/p/3/3/3/4/4/33344.gif,277,decline crunch,abs
chest,body weight,https://gymvisual.com/img/p/2/1/5/1/9/21519.gif,279,decline push-up,pectorals
waist,body weight,https://gymvisual.com/img/p/2/4/3/1/5/24315.gif,282,decline sit-up,abs
chest,dumbbell,https://gymvisual.com/img/p/2/0/3/0/5/20305.gif,1274,deep push up,pectorals
upper arms,body weight,https://gymvisual.com/img/p/2/6/2/3/9/26239.gif,283,diamond push-up,triceps
lower legs,body weight,https://gymvisual.com/img/p/1/1/7/6/7/11767.gif,284,donkey calf raise,calves
chest,body weight,https://gymvisual.com/img/p/6/5/7/7/6577.gif,1275,drop push up,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/3/11693.gif,285,dumbbell alternate biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/4/7/0/10470.gif,2403,dumbbell alternate biceps curl (with arm blaster),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/2/11742.gif,1646,dumbbell alternate hammer preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/3/11743.gif,1647,dumbbell alternate preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/4/11744.gif,1648,dumbbell alternate seated hammer curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/0/11700.gif,286,dumbbell alternate side press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/8/8/11788.gif,1650,dumbbell alternating seated bicep curl on exercise ball,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/3/9/6/10396.gif,2137,dumbbell arnold press,delts
chest,dumbbell,https://gymvisual.com/img/p/5/0/2/1/5021.gif,288,dumbbell around pullover,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/2/4/9/3/8/24938.gif,290,dumbbell bench seated press,delts
upper legs,dumbbell,https://gymvisual.com/img/p/8/9/0/9/8909.gif,291,dumbbell bench squat,glutes
back,dumbbell,https://gymvisual.com/img/p/2/7/3/3/8/27338.gif,293,dumbbell bent over row,upper back
