bodyPart,equipment,gifUrl,id,name,target
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/3/4/11734.gif,401,dumbbell seated palms up wrist curl,forearms
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/4/3/5143.gif,402,dumbbell seated preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/4/4/5144.gif,403,dumbbell seated revers grip concentration curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/2/7542.gif,1738,dumbbell seated reverse grip one arm overhead tricep extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/1/11701.gif,405,dumbbell seated shoulder press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/1/11701.gif,404,dumbbell seated shoulder press (parallel grip),delts
upper arms,dumbbell,https://gymvisual.com/img/p/3/3/7/2/4/33724.gif,2188,dumbbell seated triceps extension,triceps
back,dumbbell,https://gymvisual.com/img/p/1/1/7/0/4/11704.gif,406,dumbbell shrug,traps
waist,dumbbell,https://gymvisual.com/img/p/2/1/6/0/2/21602.gif,407,dumbbell side bend,abs
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/4/9/5149.gif,408,dumbbell side lying one hand raise,delts
back,dumbbell,https://gymvisual.com/img/p/1/4/7/4/9/14749.gif,3664,dumbbell side plank with rear fly,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/1/7/14117.gif,3548,dumbbell single arm overhead carry,delts
lower legs,dumbbell,https://gymvisual.com/img/p/1/8/4/9/0/18490.gif,409,dumbbell single leg calf raise,calves
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/3/14603.gif,1757,dumbbell single leg deadlift,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/3/14603.gif,2805,dumbbell single leg deadlift with stepbox support,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/2/6/3/0/9/26309.gif,410,dumbbell single leg split squat,quads
upper legs,dumbbell,https://gymvisual.com/img/p/1/6/9/7/0/16970.gif,411,dumbbell single leg squat,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/2/4/2/0/6/24206.gif,413,dumbbell squat,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/1/5/6/14156.gif,3560,dumbbell standing alternate hammer curl and press,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/5/5/14155.gif,414,dumbbell standing alternate overhead press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/5/6/5156.gif,415,dumbbell standing alternate raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/3/7543.gif,1739,dumbbell standing alternating tricep kickback,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/8/7/7/3/8773.gif,2143,dumbbell standing around world,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/4/7544.gif,1740,dumbbell standing bent over one arm triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/5/7545.gif,1741,dumbbell standing bent over two arm triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/9/5/4/20954.gif,416,dumbbell standing biceps curl,biceps
lower legs,dumbbell,https://gymvisual.com/img/p/8/9/0/2/8902.gif,417,dumbbell standing calf raise,calves
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/5/9/5159.gif,418,dumbbell standing concentration curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/6/0/5160.gif,419,dumbbell standing front raise above head,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/0/5/11705.gif,420,dumbbell standing kickback,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/2/5162.gif,421,dumbbell standing one arm concentration curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/8/14928.gif,422,dumbbell standing one arm curl (over incline bench),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/4/7294.gif,1680,dumbbell standing one arm curl over incline bench,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/4/5164.gif,423,dumbbell standing one arm extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/6/5/5165.gif,424,dumbbell standing one arm palm in press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/6/5166.gif,425,dumbbell standing one arm reverse curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/3/9/0/10390.gif,426,dumbbell standing overhead press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/6/11706.gif,427,dumbbell standing palms in press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/9/5169.gif,428,dumbbell standing preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/3/0/2/5/1/30251.gif,429,dumbbell standing reverse curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/4/0/0/10400.gif,430,dumbbell standing triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/9/7/5/1/9751.gif,2293,dumbbell standing zottman preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/7/7297.gif,1684,dumbbell step up single leg balance with bicep curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/2/1/7/7/0/21770.gif,431,dumbbell step-up,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/8/4/4/4/18444.gif,432,dumbbell stiff leg deadlift,glutes
chest,dumbbell,https://gymvisual.com/img/p/1/6/7/9/7/16797.gif,433,dumbbell straight arm pullover,pectorals
upper legs,dumbbell,https://gymvisual.com/img/p/2/4/6/5/3/24653.gif,434,dumbbell straight leg deadlift,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/5/14605.gif,2808,dumbbell sumo pull through,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/1/14601.gif,2803,dumbbell supported squat,quads
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/7/7/5177.gif,436,dumbbell tate press,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/6/7546.gif,1742,dumbbell tricep kickback with stork stance,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/7/7547.gif,1743,dumbbell twisting bench press,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/6/8/5/6/16856.gif,437,dumbbell upright row,delts
shoulders,dumbbell,https://gymvisual.com/img/p/7/6/0/4/7604.gif,1765,dumbbell upright row (back pov),delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/5/8/6/5586.gif,864,dumbbell upright shoulder external rotation,delts
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/9/6/4/20964.gif,5201,dumbbell waiter biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/2/2/4/6/12246.gif,439,dumbbell zottman curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/9/7/5/0/9750.gif,2294,dumbbell zottman preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/8/8/0/7/8807.gif,2189,dumbbells seated triceps extension,triceps
chest,body weight,https://gymvisual.com/img/p/5/8/6/3/5863.gif,1167,dynamic chest stretch (male),pectorals
upper arms,body weight,https://gymvisual.com/img/p/1/3/1/3/6/13136.gif,3287,elbow dips,triceps
back,body weight,https://gymvisual.com/img/p/7/6/2/7/7627.gif,1772,elbow lift - reverse push-up,upper back
back,body weight,https://gymvisual.com/img/p/1/3/2/3/4/13234.gif,3292,elevator,upper back
back,stability ball,https://gymvisual.com/img/p/6/5/9/8/6598.gif,1332,exercise ball alternating arm ups,lats
back,stability ball,https://gymvisual.com/img/p/6/5/9/9/6599.gif,1333,exercise ball back extension with arms extended,spine
back,stability ball,https://gymvisual.com/img/p/1/2/6/1/5/12615.gif,1334,exercise ball back extension with hands behind head,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/1/6601.gif,1335,exercise ball back extension with knees off ground,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/2/6602.gif,1336,exercise ball back extension with rotation,spine
upper arms,stability ball,https://gymvisual.com/img/p/7/5/4/8/7548.gif,1744,exercise ball dip,triceps
upper legs,stability ball,https://gymvisual.com/img/p/7/0/2/7/7027.gif,1559,exercise ball hip flexor stretch,glutes
back,stability ball,https://gymvisual.com/img/p/6/6/0/3/6603.gif,1338,exercise ball hug,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/4/6604.gif,1339,exercise ball lat stretch,lats
back,stability ball,https://gymvisual.com/img/p/6/6/0/5/6605.gif,1341,exercise ball lower back stretch (pyramid),lats
back,stability ball,https://gymvisual.com/img/p/6/6/0/6/6606.gif,1342,exercise ball lying side lat stretch,lats
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/2/13002.gif,1382,exercise ball on the wall calf raise,calves
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/3/13003.gif,3241,exercise ball on the wall calf raise (tennis ball between ankles),calves
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/2/13002.gif,3240,exercise ball on the wall calf raise (tennis ball between knees),calves
upper legs,stability ball,https://gymvisual.com/img/p/6/6/7/7/6677.gif,1416,exercise ball one leg prone lower body rotation,glutes
upper legs,stability ball,https://gymvisual.com/img/p/1/2/6/1/9/12619.gif,1417,exercise ball one legged diagonal kick hamstring curl,glutes
back,stability ball,https://gymvisual.com/img/p/6/6/0/7/6607.gif,1343,exercise ball prone leg raise,spine
upper legs,stability ball,https://gymvisual.com/img/p/7/0/2/8/7028.gif,1560,exercise ball seated hamstring stretch,hamstrings
upper arms,stability ball,https://gymvisual.com/img/p/7/5/4/9/7549.gif,1745,exercise ball seated triceps stretch,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/5/0/7550.gif,1746,exercise ball supine triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/1/7551.gif,1747,ez bar french press on exercise ball,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/2/7552.gif,1748,ez bar lying close grip triceps extension behind head,triceps
back,ez barbell,https://gymvisual.com/img/p/6/6/0/8/6608.gif,1344,ez bar reverse grip bent over row,upper back
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/9/5/7295.gif,1682,ez bar seated close grip concentration curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/3/7553.gif,1749,ez bar standing french press,triceps
shoulders,ez barbell,https://gymvisual.com/img/p/1/8/3/1/1/18311.gif,445,ez barbell anti gravity press,delts
upper arms,ez barbell,https://gymvisual.com/img/p/1/2/2/3/3/12233.gif,1627,ez barbell close grip preacher curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/8/9/3/0/8930.gif,447,ez barbell curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/4/8/2/7/14827.gif,448,ez barbell decline close grip face press,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/8/8/0/4/8804.gif,2186,ez barbell decline triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/5/1/9/0/5190.gif,449,ez barbell incline triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/5/1/9/1/5191.gif,450,ez barbell jm bench press,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/1/6/5/8/11658.gif,451,ez barbell reverse grip curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/2/4/9/8/0/24980.gif,452,ez barbell reverse grip preacher curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/6/6/9/3/6693.gif,1458,ez barbell seated curls,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/2/5/0/2/2/25022.gif,453,ez barbell seated triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/4/2/7242.gif,454,ez barbell spider curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/4/2/7242.gif,1628,ez barbell spider curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/0/4/7/1/10471.gif,2404,ez-bar biceps curl (with arm blaster),biceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/1/6/0/0/11600.gif,2741,ez-barbell standing wide grip biceps curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/1/9/1/6/4/19164.gif,2133,farmers walk,quads
lower arms,barbell,https://gymvisual.com/img/p/1/4/9/1/9/14919.gif,455,finger curls,forearms
waist,body weight,https://gymvisual.com/img/p/2/1/9/4/0/21940.gif,3303,flag,abs
waist,body weight,https://gymvisual.com/img/p/5/1/9/7/5197.gif,456,flexion leg sit up (bent knee),abs
waist,body weight,https://gymvisual.com/img/p/5/1/9/8/5198.gif,457,flexion leg sit up (straight arm),abs
chest,barbell,https://gymvisual.com/img/p/5/1/9/9/5199.gif,458,floor fly (with barbell),pectorals
upper legs,body weight,https://gymvisual.com/img/p/2/2/9/1/7/22917.gif,459,flutter kicks,glutes
upper legs,body weight,https://gymvisual.com/img/p/6/7/0/7/6707.gif,1472,forward jump,quads
upper legs,body weight,https://gymvisual.com/img/p/3/2/6/3/1/32631.gif,3470,forward lunge (male),glutes
upper legs,barbell,https://gymvisual.com/img/p/1/3/0/9/4/13094.gif,3194,frankenstein squat,glutes
waist,body weight,https://gymvisual.com/img/p/2/7/1/5/3/27153.gif,2429,frog crunch,abs
waist,body weight,https://gymvisual.com/img/p/1/3/1/5/0/13150.gif,3301,frog planche,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/3/5/13235.gif,3296,front lever,abs
back,body weight,https://gymvisual.com/img/p/1/3/2/3/5/13235.gif,3295,front lever reps,upper back
waist,body weight,https://gymvisual.com/img/p/5/2/0/4/5204.gif,464,front plank with twist,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/0/3/13203.gif,3315,full maltese,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/7/0/13270.gif,3299,full planche,abs
chest,body weight,https://gymvisual.com/img/p/1/3/2/7/0/13270.gif,3327,full planche push-up,pectorals
back,body weight,https://gymvisual.com/img/p/5/2/0/5/5205.gif,466,gironda sternum chin,lats
upper legs,body weight,https://gymvisual.com/img/p/1/4/1/5/7/14157.gif,3561,glute bridge march,glutes
upper legs,body weight,https://gymvisual.com/img/p/1/4/1/1/9/14119.gif,3523,glute bridge two legs on bench (male),glutes
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/2/11752.gif,467,gorilla chin,abs
waist,body weight,https://gymvisual.com/img/p/1/4/9/3/2/14932.gif,469,groin crunch,abs
lower legs,sled machine,https://gymvisual.com/img/p/6/6/4/6/6646.gif,1383,hack calf raise,calves
lower legs,sled machine,https://gymvisual.com/img/p/6/6/4/7/6647.gif,1384,hack one leg calf raise,calves
cardio,body weight,https://gymvisual.com/img/p/1/2/9/6/4/12964.gif,3221,half knee bends (male),cardiovascular system
waist,body weight,https://gymvisual.com/img/p/1/2/9/2/6/12926.gif,3202,half sit-up (male),abs
upper legs,body weight,https://gymvisual.com/img/p/3/3/1/4/2/33142.gif,1511,hamstring stretch,hamstrings
chest,upper body ergometer,https://gymvisual.com/img/p/8/7/6/0/8760.gif,2139,hands bike,pectorals
upper legs,body weight,https://gymvisual.com/img/p/1/2/9/4/2/12942.gif,3218,hands clasped circular toe touch (male),glutes
upper legs,body weight,https://gymvisual.com/img/p/1/2/9/3/9/12939.gif,3215,hands reversed clasped circular toe touch (male),glutes
upper arms,body weight,https://gymvisual.com/img/p/2/9/3/0/7/29307.gif,3302,handstand,triceps
upper arms,body weight,https://gymvisual.com/img/p/2/4/3/4/2/24342.gif,471,handstand push-up,triceps
waist,body weight,https://gymvisual.com/img/p/1/0/7/2/4/10724.gif,1764,hanging leg hip raise,abs
waist,body weight,https://gymvisual.com/img/p/1/4/8/2/9/14829.gif,472,hanging leg raise,abs
waist,body weight,https://gymvisual.com/img/p/1/4/9/3/3/14933.gif,1761,hanging oblique knee raise,abs
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/3/11753.gif,473,hanging pike,abs
waist,body weight,https://gymvisual.com/img/p/1/8/3/1/2/18312.gif,474,hanging straight leg hip raise,abs
waist,body weight,https://gymvisual.com/img/p/1/0/7/0/3/10703.gif,475,hanging straight leg raise,abs
waist,body weight,https://gymvisual.com/img/p/1/1/7/9/2/11792.gif,476,hanging straight twisting leg hip raise,abs
cardio,body weight,https://gymvisual.com/img/p/1/4/7/3/5/14735.gif,3636,high knee against wall,cardiovascular system
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/4/11754.gif,484,hip raise (bent knee),abs
upper legs,body weight,https://gymvisual.com/img/p/6/6/7/9/6679.gif,1418,hug keens to chest,glutes
chest,dumbbell,https://gymvisual.com/img/p/1/6/8/4/9/16849.gif,3234,hyght dumbbell fly,pectorals
back,body weight,https://gymvisual.com/img/p/3/3/8/8/5/33885.gif,489,hyperextension,spine
back,body weight,https://gymvisual.com/img/p/5/2/2/7/5227.gif,488,hyperextension (on bench),spine
upper arms,body weight,https://gymvisual.com/img/p/1/3/1/3/8/13138.gif,3289,impossible dips,triceps
waist,body weight,https://gymvisual.com/img/p/1/5/1/4/8/15148.gif,1471,inchworm,abs
waist,body weight,https://gymvisual.com/img/p/1/1/7/9/3/11793.gif,491,incline leg hip raise (leg straight),abs
chest,body weight,https://gymvisual.com/img/p/5/2/3/1/5231.gif,492,incline push up depth jump,pectorals
chest,body weight,https://gymvisual.com/img/p/2/9/0/2/1/29021.gif,493,incline push-up,pectorals
chest,body weight,https://gymvisual.com/img/p/1/6/7/7/9/16779.gif,3785,incline push-up (on box),pectorals
upper legs,rope,https://gymvisual.com/img/p/2/1/5/5/8/21558.gif,1564,intermediate hip flexor and quad stretch,quads
upper legs,body weight,https://gymvisual.com/img/p/5/2/3/5/5235.gif,496,inverse leg curl (bench support),hamstrings
upper legs,body weight,https://gymvisual.com/img/p/1/0/4/4/9/10449.gif,2400,inverse leg curl (on pull-up cable machine),hamstrings
back,body weight,https://gymvisual.com/img/p/3/2/8/3/9/32839.gif,499,inverted row,upper back
back,body weight,https://gymvisual.com/img/p/9/7/9/6/9796.gif,2300,inverted row bent knees,upper back
back,body weight,https://gymvisual.com/img/p/9/7/9/4/9794.gif,2298,inverted row on bench,upper back
back,body weight,https://gymvisual.com/img/p/1/8/4/4/7/18447.gif,498,inverted row with straps,upper back
upper legs,body weight,https://gymvisual.com/img/p/1/3/1/2/8/13128.gif,1419,iron cross stretch,glutes
chest,body weight,https://gymvisual.com/img/p/6/5/6/4/6564.gif,1297,isometric chest squeeze,pectorals
chest,body weight,https://gymvisual.com/img/p/5/2/3/9/5239.gif,500,isometric wipers,pectorals
cardio,body weight,https://gymvisual.com/img/p/3/3/1/3/6/33136.gif,501,jack burpee,cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/1/2/9/4/8/12948.gif,3224,jack jump (male),cardiovascular system
cardio,rope,https://gymvisual.com/img/p/2/2/9/8/7/22987.gif,2612,jump rope,cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/6/2/3/7/26237.gif,514,jump squat,glutes
waist,kettlebell,https://gymvisual.com/img/p/5/2/5/5/5255.gif,517,kettlebell advanced windmill,abs
lower arms,kettlebell,https://gymvisual.com/img/p/5/2/5/6/5256.gif,518,kettlebell alternating hang clean,forearms
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,520,kettlebell alternating press,delts
chest,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,519,kettlebell alternating press on floor,pectorals
back,kettlebell,https://gymvisual.com/img/p/1/0/7/0/6/10706.gif,521,kettlebell alternating renegade row,upper back
back,kettlebell,https://gymvisual.com/img/p/5/2/6/0/5260.gif,522,kettlebell alternating row,upper back
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/1/5261.gif,523,kettlebell arnold press,delts
waist,kettlebell,https://gymvisual.com/img/p/1/1/7/5/5/11755.gif,524,kettlebell bent press,abs
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/3/5263.gif,525,kettlebell bottoms up clean from the hang position,biceps
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/4/5264.gif,526,kettlebell double alternating hang clean,biceps
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/5/5265.gif,527,kettlebell double jerk,delts
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/7/10707.gif,528,kettlebell double push press,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/7/5267.gif,529,kettlebell double snatch,delts
waist,kettlebell,https://gymvisual.com/img/p/1/9/1/5/6/19156.gif,530,kettlebell double windmill,abs
shoulders,kettlebell,https://gymvisual.com/img/p/2/8/4/1/4/28414.gif,552,kettlebell two arm clean,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/9/1/5291.gif,553,kettlebell two arm military press,delts
back,body weight,https://gymvisual.com/img/p/6/6/1/9/6619.gif,1355,one arm against wall,lats
upper arms,body weight,https://gymvisual.com/img/p/5/3/7/4/5374.gif,639,one arm dip,triceps
waist,medicine ball,https://gymvisual.com/img/p/5/3/7/5/5375.gif,640,one arm slam (with medicine ball),abs
waist,body weight,https://gymvisual.com/img/p/1/2/5/3/7/12537.gif,3119,potty squat,abs
waist,body weight,https://gymvisual.com/img/p/1/4/6/6/9/14669.gif,3679,sit-up with arms on chest,abs
cardio,body weight,https://gymvisual.com/img/p/1/3/6/7/9/13679.gif,3361,skater hops,cardiovascular system
back,body weight,https://gymvisual.com/img/p/5/5/3/1/5531.gif,808,suspended row,upper back
upper arms,body weight,https://gymvisual.com/img/p/2/0/8/5/5/20855.gif,812,triceps dip (bench leg),triceps
